"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Assay Type";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL4313910";"A";"Binding affinity to bovine serum albumin in phosphate buffer assessed as decrease in emission intensity at 450 nm at 5 uM measured at pH 8 by fluorescence emission spectrum analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4311972";"31542713";"10.1016/j.ejmech.2019.111676";"2019";"Eur J Med Chem";"183";"111676";"111676";"";"";"";"";"";""
"CHEMBL3538503";"A";"Cellular uptake in HEK293 cells assessed as bovine low affinity site of OATP1A2-mediated drug uptake at 50 uM at pH 6 after 1 min";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"HEK293";"";"CHEMBL3525993";"23255551";"10.1124/dmd.112.047910";"2013";"Drug Metab. Dispos.";"41";"602";"607";"";"";"";"";"";""
"CHEMBL2401488";"A";"Acute toxicity in bovine EBTr cells at 50 uM after 72 hrs";"Bos taurus";"9";"9";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"EBTr";"";"CHEMBL2396627";"23685181";"10.1016/j.bmc.2013.04.059";"2013";"Bioorg. Med. Chem.";"21";"4432";"4441";"";"";"";"";"";""
"CHEMBL2039769";"A";"Metabolic stability of the compound in new-born calf serum assessed as compound remaining at 100 uCi after 5 hrs by radio-HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL2034947";"22583670";"10.1016/j.bmc.2012.04.037";"2012";"Bioorg. Med. Chem.";"20";"3850";"3855";"";"";"";"";"";""
"CHEMBL1921499";"A";"Binding affinity to bovine serum albumin assessed as binding constant at pH 7.4 at 308K by fluorescence spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL1908238";"A";"Mechanism based inhibition of bovine cytochrome P450 CYP11B1";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1743341";"16248836";"10.2174/138920005774330639";"2005";"Curr. Drug Metab.";"6";"413";"454";"";"";"";"";"";""
"CHEMBL4375173";"A";"Half life in 10% fetal calf serum";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4373702";"31365252";"10.1021/acs.jmedchem.9b00718";"2019";"J Med Chem";"62";"7976";"7997";"";"";"";"";"";""
"CHEMBL1003941";"A";"Cytotoxicity against bovine chondrocytes at 1 mM after 96 hrs by MTT cell viability assay";"Bos taurus";"17";"17";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MTT";"";"CHEMBL1140054";"18714981";"10.1021/jm800594c";"2008";"J. Med. Chem.";"51";"5807";"5812";"";"";"";"";"";""
"CHEMBL982477";"A";"Toxicity in intramammary dosed Holstein bovine assessed as increase in N-acetyl-beta-D-glucosamine in milk dosed after morning milking by irritancy test";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Holstein";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1154401";"17606675";"10.1128/aac.00629-07";"2007";"Antimicrob. Agents Chemother.";"51";"3131";"3135";"";"";"";"";"";""
"CHEMBL1248372";"A";"Permeability across BBMEC cocultured with rat C6 cell BBB model after 24 hrs in presence of 1 ug/ml Dexamethasone";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"C6";"";"CHEMBL1240370";"19995929";"10.1128/aac.01263-09";"2010";"Antimicrob. Agents Chemother.";"54";"1305";"1310";"";"";"";"";"";""
"CHEMBL982478";"A";"Toxicity in Holstein bovine assessed as visible local reaction at 1.25X10'6 IU, intramammary dosed in left hindquarter of mammary gland after morning milking by irritancy test";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Holstein";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1154401";"17606675";"10.1128/aac.00629-07";"2007";"Antimicrob. Agents Chemother.";"51";"3131";"3135";"";"";"";"";"";""
"CHEMBL3269982";"A";"Cytotoxicity against MDBK cells at 20 uM after 48 hrs by MTT assay";"Bos taurus";"5";"5";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL3259604";"24745970";"10.1016/j.bmcl.2014.03.012";"2014";"Bioorg. Med. Chem. Lett.";"24";"2388";"2391";"";"";"";"";"";""
"CHEMBL2172873";"A";"Binding affinity to bovine serum albumin turn at 0.5 mM by circular dichroism analysis";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL3861867";"A";"Binding affinity to BSA assessed as photoaffinity cross-linking at K437 residue irradiated with high power UV LED for 3 x 10 secs by LC-MS/MS method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3860106";"27933951";"10.1021/acs.jmedchem.6b01117";"2016";"J Med Chem";"59";"10794";"10799";"";"";"";"";"";""
"CHEMBL3813002";"A";"Binding affinity to bovine serum albumin up to 20 uM after 5 mins by fluorescence spectroscopic analysis";"Bos taurus";"4";"4";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3808334";"27089212";"10.1016/j.ejmech.2016.03.088";"2016";"Eur. J. Med. Chem.";"117";"59";"69";"";"";"";"";"";""
"CHEMBL2410955";"A";"Cytotoxicity against BAEC assessed as cell viability at 50 uM after 24 hrs by MTT assay";"Bos taurus";"9";"9";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"BAEC";"";"CHEMBL2406930";"23859213";"10.1021/jm400546y";"2013";"J. Med. Chem.";"56";"6136";"6145";"";"";"";"";"";""
"CHEMBL639451";"A";"Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using poly(dA-dC).poly(dG-dT) at 0.1 M";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1133544";"11101362";"10.1021/jm0003438";"2000";"J. Med. Chem.";"43";"4711";"4720";"";"";"";"";"";""
"CHEMBL934599";"A";"Binding affinity to BSA by fluorescence quenching assay";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1144714";"18351727";"10.1021/jm7011134";"2008";"J. Med. Chem.";"51";"2575";"2579";"";"";"";"";"";""
"CHEMBL4180792";"A";"Binding affinity to calf thymus duplex DNA assessed as change in melting temperature at 1.5 uM in presence of K+ by spectrophotometric analysis";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177642";"29089258";"10.1016/j.bmc.2017.10.014";"2017";"Bioorg Med Chem";"25";"6404";"6411";"";"";"";"";"";""
"CHEMBL3054628";"A";"Binding affinity to Bos taurus (bovine) serum albumin after 5 min at 37 degC by Stern-Volmer plot analysis";"Bos taurus";"5";"10";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3044606";"None";"10.1007/s00044-009-9270-0";"2010";"Med Chem Res";"19";"1287";"1295";"";"";"";"";"";""
"CHEMBL3279831";"A";"Binding affinity to bovine serum albumin by circular dichroic probe technique";"Bos taurus";"15";"15";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3272041";"576620";"10.1021/jm00213a022";"1977";"J. Med. Chem.";"20";"430";"439";"";"";"";"";"";""
"CHEMBL665231";"A";"Logarithm of association constant for binding to DNA by ethidium displacement; ND means no data";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1123739";"3572974";"10.1021/jm00388a019";"1987";"J. Med. Chem.";"30";"855";"861";"";"";"";"";"";""
"CHEMBL1248378";"A";"Permeability across BBMEC cocultured with rat C6 cell BBB model after 24 hrs in presence of 0.01 ug/ml TNF";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"C6";"";"CHEMBL1240370";"19995929";"10.1128/aac.01263-09";"2010";"Antimicrob. Agents Chemother.";"54";"1305";"1310";"";"";"";"";"";""
"CHEMBL4367096";"A";"Stability of thermally adapted compound in bovine plasma at 10 uM after 1 hr at 37 degC by LCMS analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559721";"Plasma";"";"";"CHEMBL4364290";"31252305";"10.1016/j.ejmech.2019.06.042";"2019";"Eur J Med Chem";"179";"133";"146";"";"";"";"";"";""
"CHEMBL2172871";"A";"Binding affinity to bovine serum albumin by fluorescence spectroscopy analysis";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL4180796";"A";"Binding affinity to calf thymus duplex DNA assessed as change in the intensities of positive band formation at 250 nm up to 10 uM in presence of Na+ by CD spectroscopic method";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177642";"29089258";"10.1016/j.bmc.2017.10.014";"2017";"Bioorg Med Chem";"25";"6404";"6411";"";"";"";"";"";""
"CHEMBL1248377";"A";"Permeability across BBMEC cocultured with rat C6 cell BBB model after 24 hrs in presence of 1 ug/ml cyclosporin";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"C6";"";"CHEMBL1240370";"19995929";"10.1128/aac.01263-09";"2010";"Antimicrob. Agents Chemother.";"54";"1305";"1310";"";"";"";"";"";""
"CHEMBL3224082";"A";"Stability of the compound in bovine serum assessed as drug degradation at 37 degC measured for 24 hrs";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL3217519";"None";"10.1039/C1MD00193K";"2012";"MedChemComm";"3";"68";"70";"";"";"";"";"";""
"CHEMBL1948385";"A";"Induction of phospholipidosis in bovine corneal fibroblasts assessed as lamellar inclusion bodies at 20 uM after 72 hrs by light microscopy";"Bos taurus";"2";"2";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638190";"Cornea";"Corneal fibroblast";"";"CHEMBL1944531";"22122484";"10.1021/jm201082a";"2012";"J. Med. Chem.";"55";"126";"139";"";"";"";"";"";""
"CHEMBL4182557";"A";"Cytotoxicity against bovine aorta vascular endothelial cells assessed as reduction in cell viability at 0.5 uM incubated for 24 hrs by MTT assay";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177721";"29198863";"10.1016/j.bmcl.2017.11.038";"2018";"Bioorg Med Chem Lett";"28";"152";"154";"";"";"";"";"";""
"CHEMBL1246443";"A";"Metabolic stability of the compound in fetal bovine serum assessed as conversion of SKI-1 after 16 hrs by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1240447";"20598402";"10.1016/j.ejmech.2010.06.005";"2010";"Eur. J. Med. Chem.";"45";"4149";"4156";"";"";"";"";"";""
"CHEMBL4180798";"A";"Binding affinity to calf thymus duplex DNA assessed as change in the intensities of negative band formation at 280 nm up to 10 uM by CD spectroscopic method";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177642";"29089258";"10.1016/j.bmc.2017.10.014";"2017";"Bioorg Med Chem";"25";"6404";"6411";"";"";"";"";"";""
"CHEMBL3538498";"A";"Cellular uptake in HEK293 cells assessed as bovine low affinity site of OATP1A2-mediated drug uptake at 0.01 to 50 uM after 1 min by Eadie-Hofstee plot analysis";"Bos taurus";"1";"2";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"HEK293";"";"CHEMBL3525993";"23255551";"10.1124/dmd.112.047910";"2013";"Drug Metab. Dispos.";"41";"602";"607";"";"";"";"";"";""
"CHEMBL1246444";"A";"Metabolic stability of the compound in fetal bovine serum assessed as conversion of SKI-1 after 72 hrs by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1240447";"20598402";"10.1016/j.ejmech.2010.06.005";"2010";"Eur. J. Med. Chem.";"45";"4149";"4156";"";"";"";"";"";""
"CHEMBL3253358";"A";"Covalent binding affinity to bovine serum albumin at 4.8 mM after 1 hr by combustion-LSC method in presence of sodium bisulfite relative to control";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3244019";"458821";"10.1021/jm00192a011";"1979";"J. Med. Chem.";"22";"662";"671";"";"";"";"";"";""
"CHEMBL3232351";"A";"Stability of the compound assessed as beef pancreas alpha-chymotrypsin-mediated drug degradation into 2 tetrapeptides after 15 to 20 mins by TLC analysis";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3228003";"490561";"10.1021/jm00195a025";"1979";"J. Med. Chem.";"22";"1128";"1130";"";"";"";"";"";""
"CHEMBL4182548";"A";"Cytotoxicity against bovine aorta vascular endothelial cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay";"Bos taurus";"12";"12";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177721";"29198863";"10.1016/j.bmcl.2017.11.038";"2018";"Bioorg Med Chem Lett";"28";"152";"154";"";"";"";"";"";""
"CHEMBL642711";"A";"Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the presence of formaldehyde using calf thymus DNA at 0.1 M";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1133544";"11101362";"10.1021/jm0003438";"2000";"J. Med. Chem.";"43";"4711";"4720";"";"";"";"";"";""
"CHEMBL3253359";"A";"Covalent binding affinity to bovine serum albumin assessed per mol of BSA at 4.8 mM after 1 hr by combustion-LSC method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3244019";"458821";"10.1021/jm00192a011";"1979";"J. Med. Chem.";"22";"662";"671";"";"";"";"";"";""
"CHEMBL1248366";"A";"Permeability across BBMEC co-cultured with rat C6 cell BBB model after 24 hrs in presence of 0.01 ug/ml interleukin-1";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"C6";"";"CHEMBL1240370";"19995929";"10.1128/aac.01263-09";"2010";"Antimicrob. Agents Chemother.";"54";"1305";"1310";"";"";"";"";"";""
"CHEMBL3269983";"A";"Cytotoxicity against MDBK cells after 48 hrs by MTT assay";"Bos taurus";"5";"5";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL3259604";"24745970";"10.1016/j.bmcl.2014.03.012";"2014";"Bioorg. Med. Chem. Lett.";"24";"2388";"2391";"";"";"";"";"";""
"CHEMBL2388303";"A";"Binding affinity to bovine serum albumin assessed decrease in fluorescence at 1 to 2.5 uM at 15 nm wavelength by fluorescence spectrophotometric analysis";"Bos taurus";"3";"3";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2385037";"23691929";"10.1021/np300464t";"2013";"J. Nat. Prod.";"76";"993";"1000";"";"";"";"";"";""
"CHEMBL4352995";"A";"Stability in 2.5% fetal bovine serum containing medium at 30 uM measured after 24 hrs by LC/MS analysis";"Bos taurus";"5";"5";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4350976";"31100648";"10.1016/j.ejmech.2019.05.016";"2019";"Eur J Med Chem";"176";"105";"116";"";"";"";"";"";""
"CHEMBL3766225";"A";"Prodrug activation in fetal bovine serum containing medium assessed as cysteamine formation after 24 hrs by LC-MS analysis";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL3763053";"26774926";"10.1016/j.ejmech.2015.12.027";"2016";"Eur. J. Med. Chem.";"109";"206";"215";"";"";"";"";"";""
"CHEMBL1062392";"A";"Cytotoxicity against MDBK cells at 50 ug/mL after 72 hrs by MTT assay";"Bos taurus";"4";"4";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL1153469";"19604701";"10.1016/j.bmc.2009.06.009";"2009";"Bioorg. Med. Chem.";"17";"5688";"5695";"";"";"";"";"";""
"CHEMBL3256780";"A";"Induction of cell lysis in ox RBC at 0.188 mM measured at 1 hr (Rvb = 1.7 %)";"Bos taurus";"2";"2";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"Erythrocyte";"";"CHEMBL3244167";"114658";"10.1021/jm00195a026";"1979";"J. Med. Chem.";"22";"1130";"1133";"";"";"";"";"";""
"CHEMBL3782954";"A";"Binding affinity to bovine serum albumin at pH 7.4 at 25 degC by equilibrium dialysis method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3779892";"26922228";"10.1016/j.ejmech.2016.02.029";"2016";"Eur. J. Med. Chem.";"113";"50";"62";"";"";"";"";"";""
"CHEMBL639449";"A";"Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using poly(dA-dC).poly(dG-dT)";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1133544";"11101362";"10.1021/jm0003438";"2000";"J. Med. Chem.";"43";"4711";"4720";"";"";"";"";"";""
"CHEMBL982482";"A";"Toxicity in Holstein bovine assessed as visible local reaction with swollen and tender mammary gland at 5X10'6 IU, intramammary dosed in right forequarter of mammary gland after morning milking by irritancy test";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Holstein";"Scientific Literature";"9913";"A";"CHEMBL3987829";"Mammary gland";"";"";"CHEMBL1154401";"17606675";"10.1128/aac.00629-07";"2007";"Antimicrob. Agents Chemother.";"51";"3131";"3135";"";"";"";"";"";""
"CHEMBL3365506";"A";"Binding affinity to bovine serum albumin at 2.6 x 10'-6 M by UV absorption spectroscopy";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3351529";"24953952";"10.1016/j.bmc.2014.05.069";"2014";"Bioorg. Med. Chem.";"22";"4018";"4027";"";"";"";"";"";""
"CHEMBL3812999";"A";"Binding affinity to bovine serum albumin assessed as red shift in emission intensity up to 20 uM by fluorescence spectroscopic analysis relative to control";"Bos taurus";"13";"13";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3808334";"27089212";"10.1016/j.ejmech.2016.03.088";"2016";"Eur. J. Med. Chem.";"117";"59";"69";"";"";"";"";"";""
"CHEMBL3803732";"A";"Binding affinity to bovine serum albumin at 1 uM incubated for 16 hrs using TAMRA-azide dye by SDS-PAGE based fluorescence analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3797061";"26985290";"10.1021/acsmedchemlett.5b00385";"2016";"ACS Med. Chem. Lett.";"7";"151";"155";"";"";"";"";"";""
"CHEMBL4376181";"A";"Stability in cell culture medium containing 10% fetal bovine serum at 200 uM at 37 degC measured over 24 hrs by LC-MS analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4373723";"31429553";"10.1021/acs.jmedchem.9b00500";"2019";"J Med Chem";"62";"7739";"7750";"";"";"";"";"";""
"CHEMBL1067663";"A";"Cytotoxicity against BEMS cells";"Bos taurus";"8";"8";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"BEMS";"";"CHEMBL1156871";"20088534";"10.1021/jm901633v";"2010";"J. Med. Chem.";"53";"1763";"1773";"";"";"";"";"";""
"CHEMBL3755872";"A";"Binding affinity to bovine serum albumin assessed as association constant to higher affinity site at pH 6.4 to 8.4 by equilibrium dialysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3751827";"26652101";"10.1021/acs.jmedchem.5b00909";"2016";"J. Med. Chem.";"59";"82";"89";"";"";"";"";"";""
"CHEMBL4142749";"A";"Prodrug conversion in 20% bovine serum assessed as CD26-mediated 1-(2,5-dihydroxyphenyl)-3-(4-hydroxyphenyl)propan-1-one formation after 6 hrs by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4138200";"29174812";"10.1016/j.ejmech.2017.10.083";"2018";"Eur J Med Chem";"143";"157";"165";"";"";"";"";"";""
"CHEMBL3744467";"A";"Prodrug conversion in glycine buffer assessed as bovine intestinal mucosal alkaline phosphatase-mediated triptolide and formaldehyde formation at pH 9.8";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3739335";"26596892";"10.1021/acs.jmedchem.5b01329";"2015";"J. Med. Chem.";"58";"9334";"9344";"";"";"";"";"";""
"CHEMBL4037255";"A";"Cytotoxicity against MDBK cells after 6 days by XTT assay";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL4033779";"29271653";"10.1021/acs.jmedchem.7b01337";"2018";"J Med Chem";"61";"62";"80";"";"";"";"";"";""
"CHEMBL1246445";"A";"Metabolic stability of the compound in fetal bovine serum assessed as conversion of SKI-2 after 2 hrs by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1240447";"20598402";"10.1016/j.ejmech.2010.06.005";"2010";"Eur. J. Med. Chem.";"45";"4149";"4156";"";"";"";"";"";""
"CHEMBL2039182";"A";"Cytotoxicity against MDBK cells after 48 to 96 hrs by MTT assay";"Bos taurus";"53";"53";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL2034874";"22513121";"10.1016/j.ejmech.2012.03.038";"2012";"Eur. J. Med. Chem.";"53";"83";"97";"";"";"";"";"";""
"CHEMBL4367097";"A";"Stability in bovine plasma irradiated with white light at 10 uM by LCMS analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559721";"Plasma";"";"";"CHEMBL4364290";"31252305";"10.1016/j.ejmech.2019.06.042";"2019";"Eur J Med Chem";"179";"133";"146";"";"";"";"";"";""
"CHEMBL3824762";"A";"Cytotoxicity against BAEC assessed as decrease in total intracellular LDH content at 15 mM measured after 1 hr by LDH assay relative to vehicle-treated control";"Bos taurus";"12";"12";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"BAEC";"";"CHEMBL3822454";"27162124";"10.1016/j.ejmech.2016.04.067";"2016";"Eur. J. Med. Chem.";"119";"197";"217";"";"";"";"";"";""
